delivery_id,order_id,distance_km,traffic_level,estimated_time_min,actual_time_min,delivery_status
DEL0004659,ORD0004659,42.98,HIGH,73.68,132.95,SEVERELY_DELAYED
DEL0004660,ORD0004660,41.26,HIGH,70.73,109.32,SEVERELY_DELAYED
DEL0004661,ORD0004661,34.68,LOW,59.45,68.12,ON_TIME
DEL0004662,ORD0004662,109.5,MEDIUM,187.71,269.56,DELAYED
DEL0004663,ORD0004663,31.39,MEDIUM,53.81,64.16,DELAYED
DEL0004664,ORD0004664,17.38,HIGH,29.79,40.61,DELAYED
DEL0004665,ORD0004665,82.78,HIGH,141.91,226.8,SEVERELY_DELAYED
DEL0004666,ORD0004666,41.7,LOW,71.49,75.27,ON_TIME
DEL0004667,ORD0004667,53.06,MEDIUM,90.96,130.52,DELAYED
DEL0004668,ORD0004668,11.57,LOW,19.83,17.66,ON_TIME
DEL0004669,ORD0004669,59.66,MEDIUM,102.27,129.46,DELAYED
DEL0004670,ORD0004670,70.09,HIGH,120.15,212.91,SEVERELY_DELAYED
DEL0004671,ORD0004671,56.41,HIGH,96.7,147.81,SEVERELY_DELAYED
DEL0004672,ORD0004672,27.02,SEVERE,46.32,105.32,SEVERELY_DELAYED
DEL0004673,ORD0004673,72.44,MEDIUM,124.18,178.26,DELAYED
DEL0004674,ORD0004674,21.44,LOW,36.75,34.81,ON_TIME
DEL0004675,ORD0004675,24.9,HIGH,42.69,68.49,SEVERELY_DELAYED
DEL0004676,ORD0004676,42.87,LOW,73.49,75.43,ON_TIME
DEL0004677,ORD0004677,57.68,LOW,98.88,98.08,ON_TIME
DEL0004678,ORD0004678,125.87,HIGH,215.78,369.04,SEVERELY_DELAYED
DEL0004679,ORD0004679,43.62,LOW,74.78,67.67,ON_TIME
DEL0004680,ORD0004680,74.48,LOW,127.68,147.31,DELAYED
DEL0004681,ORD0004681,46.12,HIGH,79.06,120.07,SEVERELY_DELAYED
DEL0004682,ORD0004682,63.0,MEDIUM,108.0,132.21,DELAYED
DEL0004683,ORD0004683,55.42,MEDIUM,95.01,126.86,DELAYED
DEL0004684,ORD0004684,114.71,MEDIUM,196.65,240.72,DELAYED
DEL0004685,ORD0004685,50.8,HIGH,87.09,142.99,SEVERELY_DELAYED
DEL0004686,ORD0004686,44.7,HIGH,76.63,130.17,SEVERELY_DELAYED
DEL0004687,ORD0004687,32.63,MEDIUM,55.94,63.5,ON_TIME
DEL0004688,ORD0004688,46.84,MEDIUM,80.3,86.06,ON_TIME
DEL0004689,ORD0004689,37.92,HIGH,65.01,101.25,SEVERELY_DELAYED
DEL0004690,ORD0004690,49.37,MEDIUM,84.63,100.01,DELAYED
DEL0004691,ORD0004691,44.67,SEVERE,76.58,172.75,SEVERELY_DELAYED
DEL0004692,ORD0004692,85.68,HIGH,146.88,247.64,SEVERELY_DELAYED
DEL0004693,ORD0004693,112.13,MEDIUM,192.22,268.87,DELAYED
DEL0004694,ORD0004694,56.37,MEDIUM,96.63,116.85,DELAYED
DEL0004695,ORD0004695,151.56,HIGH,259.82,489.53,SEVERELY_DELAYED
DEL0004696,ORD0004696,39.08,LOW,66.99,58.08,ON_TIME
DEL0004697,ORD0004697,71.49,HIGH,122.55,213.89,SEVERELY_DELAYED
DEL0004698,ORD0004698,30.22,MEDIUM,51.81,67.28,DELAYED
DEL0004699,ORD0004699,22.65,MEDIUM,38.83,43.56,ON_TIME
DEL0004700,ORD0004700,44.46,HIGH,76.22,134.72,SEVERELY_DELAYED
DEL0004701,ORD0004701,49.55,HIGH,84.94,130.64,SEVERELY_DELAYED
DEL0004702,ORD0004702,24.98,MEDIUM,42.82,57.36,DELAYED
DEL0004703,ORD0004703,19.16,LOW,32.85,36.27,ON_TIME
DEL0004704,ORD0004704,106.69,MEDIUM,182.9,231.65,DELAYED
DEL0004705,ORD0004705,14.2,MEDIUM,24.34,27.76,ON_TIME
DEL0004706,ORD0004706,63.32,HIGH,108.55,188.93,SEVERELY_DELAYED
DEL0004707,ORD0004707,37.25,MEDIUM,63.86,79.12,DELAYED
DEL0004708,ORD0004708,65.3,HIGH,111.94,165.28,DELAYED
DEL0004709,ORD0004709,112.69,HIGH,193.18,278.89,DELAYED
DEL0004710,ORD0004710,146.11,MEDIUM,250.47,352.15,DELAYED
DEL0004711,ORD0004711,115.54,LOW,198.07,195.83,ON_TIME
DEL0004712,ORD0004712,46.05,MEDIUM,78.94,91.39,DELAYED
DEL0004713,ORD0004713,57.09,LOW,97.87,95.1,ON_TIME
DEL0004714,ORD0004714,82.2,MEDIUM,140.91,184.71,DELAYED
DEL0004715,ORD0004715,19.69,MEDIUM,33.75,39.01,DELAYED
DEL0004716,ORD0004716,70.52,MEDIUM,120.89,162.98,DELAYED
DEL0004717,ORD0004717,54.44,HIGH,93.33,143.76,SEVERELY_DELAYED
DEL0004718,ORD0004718,23.97,MEDIUM,41.09,45.88,ON_TIME
DEL0004719,ORD0004719,19.13,MEDIUM,32.79,40.71,DELAYED
DEL0004720,ORD0004720,84.56,LOW,144.96,149.92,ON_TIME
DEL0004721,ORD0004721,66.88,MEDIUM,114.65,128.98,ON_TIME
DEL0004722,ORD0004722,97.7,MEDIUM,167.49,182.18,ON_TIME
DEL0004723,ORD0004723,82.98,MEDIUM,142.25,177.05,DELAYED
DEL0004724,ORD0004724,28.18,LOW,48.31,54.37,ON_TIME
DEL0004725,ORD0004725,34.78,HIGH,59.62,114.21,SEVERELY_DELAYED
DEL0004726,ORD0004726,108.04,MEDIUM,185.21,227.36,DELAYED
DEL0004727,ORD0004727,53.39,LOW,91.53,81.59,ON_TIME
DEL0004728,ORD0004728,15.25,MEDIUM,26.14,29.46,ON_TIME
DEL0004729,ORD0004729,34.2,LOW,58.63,61.73,ON_TIME
DEL0004730,ORD0004730,30.5,SEVERE,52.29,123.55,SEVERELY_DELAYED
DEL0004731,ORD0004731,35.61,SEVERE,61.05,143.57,SEVERELY_DELAYED
DEL0004732,ORD0004732,56.55,MEDIUM,96.94,136.54,DELAYED
DEL0004733,ORD0004733,23.15,LOW,39.69,42.9,ON_TIME
DEL0004734,ORD0004734,76.42,LOW,131.01,114.98,ON_TIME
DEL0004735,ORD0004735,40.21,LOW,68.93,70.66,ON_TIME
DEL0004736,ORD0004736,145.82,LOW,249.98,218.59,ON_TIME
DEL0004737,ORD0004737,44.63,MEDIUM,76.51,90.47,DELAYED
DEL0004738,ORD0004738,62.62,MEDIUM,107.35,121.75,ON_TIME
DEL0004739,ORD0004739,47.35,LOW,81.17,95.1,DELAYED
DEL0004740,ORD0004740,33.14,MEDIUM,56.81,60.65,ON_TIME
DEL0004741,ORD0004741,127.04,MEDIUM,217.78,307.76,DELAYED
DEL0004742,ORD0004742,78.32,HIGH,134.26,219.01,SEVERELY_DELAYED
DEL0004743,ORD0004743,5.39,HIGH,9.24,14.01,SEVERELY_DELAYED
DEL0004744,ORD0004744,91.91,MEDIUM,157.56,209.17,DELAYED
DEL0004745,ORD0004745,98.72,HIGH,169.23,256.66,SEVERELY_DELAYED
DEL0004746,ORD0004746,6.92,MEDIUM,11.86,14.94,DELAYED
DEL0004747,ORD0004747,49.27,MEDIUM,84.46,102.38,DELAYED
DEL0004748,ORD0004748,46.48,HIGH,79.68,141.19,SEVERELY_DELAYED
DEL0004749,ORD0004749,65.17,HIGH,111.72,212.35,SEVERELY_DELAYED
DEL0004750,ORD0004750,38.73,LOW,66.39,71.82,ON_TIME
DEL0004751,ORD0004751,84.8,SEVERE,145.37,287.39,SEVERELY_DELAYED
DEL0004752,ORD0004752,98.41,MEDIUM,168.7,228.63,DELAYED
DEL0004753,ORD0004753,25.51,MEDIUM,43.73,50.98,DELAYED
DEL0004754,ORD0004754,24.63,HIGH,42.22,78.84,SEVERELY_DELAYED
DEL0004755,ORD0004755,104.19,HIGH,178.61,265.8,DELAYED
DEL0004756,ORD0004756,50.97,HIGH,87.38,140.28,SEVERELY_DELAYED
DEL0004757,ORD0004757,107.64,MEDIUM,184.53,238.56,DELAYED
DEL0004758,ORD0004758,97.8,LOW,167.66,150.85,ON_TIME
DEL0004759,ORD0004759,133.49,MEDIUM,228.84,245.44,ON_TIME
DEL0004760,ORD0004760,53.94,HIGH,92.47,165.9,SEVERELY_DELAYED
DEL0004761,ORD0004761,39.8,MEDIUM,68.23,81.47,DELAYED
DEL0004762,ORD0004762,48.48,MEDIUM,83.11,103.23,DELAYED
DEL0004763,ORD0004763,56.13,HIGH,96.22,172.31,SEVERELY_DELAYED
DEL0004764,ORD0004764,35.17,SEVERE,60.29,125.16,SEVERELY_DELAYED
DEL0004765,ORD0004765,168.36,MEDIUM,288.62,342.34,DELAYED
DEL0004766,ORD0004766,58.35,HIGH,100.03,139.23,DELAYED
DEL0004767,ORD0004767,35.39,MEDIUM,60.67,89.31,DELAYED
DEL0004768,ORD0004768,73.77,HIGH,126.46,186.49,DELAYED
DEL0004769,ORD0004769,62.28,LOW,106.77,94.59,ON_TIME
DEL0004770,ORD0004770,144.97,LOW,248.52,270.22,ON_TIME
DEL0004771,ORD0004771,39.44,LOW,67.61,77.34,ON_TIME
DEL0004772,ORD0004772,115.86,HIGH,198.62,318.92,SEVERELY_DELAYED
DEL0004773,ORD0004773,31.4,MEDIUM,53.83,67.39,DELAYED
DEL0004774,ORD0004774,44.3,LOW,75.94,82.55,ON_TIME
DEL0004775,ORD0004775,17.68,LOW,30.31,34.38,ON_TIME
DEL0004776,ORD0004776,96.64,MEDIUM,165.67,247.24,DELAYED
DEL0004777,ORD0004777,43.77,LOW,75.03,77.58,ON_TIME
DEL0004778,ORD0004778,93.43,HIGH,160.17,225.69,DELAYED
DEL0004779,ORD0004779,51.3,LOW,87.94,89.31,ON_TIME
DEL0004780,ORD0004780,77.92,MEDIUM,133.58,175.53,DELAYED
DEL0004781,ORD0004781,68.31,MEDIUM,117.1,161.37,DELAYED
DEL0004782,ORD0004782,74.31,MEDIUM,127.39,174.47,DELAYED
DEL0004783,ORD0004783,65.48,HIGH,112.25,210.77,SEVERELY_DELAYED
DEL0004784,ORD0004784,32.3,MEDIUM,55.37,71.83,DELAYED
DEL0004785,ORD0004785,22.87,MEDIUM,39.21,44.8,ON_TIME
DEL0004786,ORD0004786,74.74,MEDIUM,128.13,162.15,DELAYED
DEL0004787,ORD0004787,109.42,SEVERE,187.58,395.76,SEVERELY_DELAYED
DEL0004788,ORD0004788,30.15,MEDIUM,51.69,70.27,DELAYED
DEL0004789,ORD0004789,127.16,MEDIUM,217.99,239.64,ON_TIME
DEL0004790,ORD0004790,200.15,MEDIUM,343.11,485.05,DELAYED
DEL0004791,ORD0004791,54.06,MEDIUM,92.67,134.17,DELAYED
DEL0004792,ORD0004792,17.12,MEDIUM,29.35,31.59,ON_TIME
DEL0004793,ORD0004793,56.38,MEDIUM,96.65,144.48,DELAYED
DEL0004794,ORD0004794,36.14,MEDIUM,61.95,77.02,DELAYED
DEL0004795,ORD0004795,55.83,LOW,95.71,81.93,ON_TIME
DEL0004796,ORD0004796,49.93,LOW,85.59,86.36,ON_TIME
DEL0004797,ORD0004797,102.83,MEDIUM,176.28,245.98,DELAYED
DEL0004798,ORD0004798,88.87,HIGH,152.35,292.47,SEVERELY_DELAYED
DEL0004799,ORD0004799,72.22,LOW,123.81,106.32,ON_TIME
DEL0004800,ORD0004800,23.44,LOW,40.18,41.62,ON_TIME
DEL0004801,ORD0004801,94.09,SEVERE,161.3,415.1,SEVERELY_DELAYED
DEL0004802,ORD0004802,134.04,LOW,229.78,272.58,DELAYED
DEL0004803,ORD0004803,72.72,LOW,124.66,127.08,ON_TIME
DEL0004804,ORD0004804,35.32,MEDIUM,60.55,79.49,DELAYED
DEL0004805,ORD0004805,53.1,MEDIUM,91.03,99.12,ON_TIME
DEL0004806,ORD0004806,28.86,MEDIUM,49.47,56.41,ON_TIME
DEL0004807,ORD0004807,72.77,MEDIUM,124.75,172.17,DELAYED
DEL0004808,ORD0004808,56.83,HIGH,97.42,147.7,SEVERELY_DELAYED
DEL0004809,ORD0004809,28.5,HIGH,48.86,74.81,SEVERELY_DELAYED
DEL0004810,ORD0004810,43.61,LOW,74.76,67.55,ON_TIME
DEL0004811,ORD0004811,45.19,LOW,77.47,90.93,DELAYED
DEL0004812,ORD0004812,74.75,MEDIUM,128.14,140.42,ON_TIME
DEL0004813,ORD0004813,193.71,SEVERE,332.07,669.02,SEVERELY_DELAYED
DEL0004814,ORD0004814,68.65,MEDIUM,117.69,175.39,DELAYED
DEL0004815,ORD0004815,18.38,HIGH,31.51,55.13,SEVERELY_DELAYED
DEL0004816,ORD0004816,30.67,MEDIUM,52.58,70.42,DELAYED
DEL0004817,ORD0004817,46.96,MEDIUM,80.5,107.82,DELAYED
DEL0004818,ORD0004818,76.39,LOW,130.95,123.68,ON_TIME
DEL0004819,ORD0004819,35.64,MEDIUM,61.1,75.4,DELAYED
DEL0004820,ORD0004820,139.31,HIGH,238.82,423.63,SEVERELY_DELAYED
DEL0004821,ORD0004821,145.32,LOW,249.12,244.21,ON_TIME
DEL0004822,ORD0004822,58.21,SEVERE,99.79,211.71,SEVERELY_DELAYED
DEL0004823,ORD0004823,60.3,SEVERE,103.37,242.61,SEVERELY_DELAYED
DEL0004824,ORD0004824,44.6,SEVERE,76.46,153.05,SEVERELY_DELAYED
DEL0004825,ORD0004825,33.8,MEDIUM,57.94,64.25,ON_TIME
DEL0004826,ORD0004826,50.53,MEDIUM,86.62,109.23,DELAYED
DEL0004827,ORD0004827,33.86,HIGH,58.05,94.62,SEVERELY_DELAYED
DEL0004828,ORD0004828,70.26,MEDIUM,120.45,138.07,ON_TIME
DEL0004829,ORD0004829,83.42,HIGH,143.01,227.59,SEVERELY_DELAYED
DEL0004830,ORD0004830,40.82,LOW,69.98,81.79,DELAYED
DEL0004831,ORD0004831,30.18,HIGH,51.74,97.29,SEVERELY_DELAYED
DEL0004832,ORD0004832,21.8,MEDIUM,37.37,49.49,DELAYED
DEL0004833,ORD0004833,93.42,MEDIUM,160.15,194.31,DELAYED
DEL0004834,ORD0004834,39.12,HIGH,67.06,126.25,SEVERELY_DELAYED
DEL0004835,ORD0004835,76.66,HIGH,131.42,229.4,SEVERELY_DELAYED
DEL0004836,ORD0004836,20.47,MEDIUM,35.09,48.9,DELAYED
DEL0004837,ORD0004837,157.25,LOW,269.57,268.83,ON_TIME
DEL0004838,ORD0004838,46.68,LOW,80.02,87.25,ON_TIME
DEL0004839,ORD0004839,44.03,MEDIUM,75.48,104.74,DELAYED
DEL0004840,ORD0004840,29.47,MEDIUM,50.52,64.82,DELAYED
DEL0004841,ORD0004841,98.95,HIGH,169.63,284.01,SEVERELY_DELAYED
DEL0004842,ORD0004842,56.24,MEDIUM,96.41,131.78,DELAYED
DEL0004843,ORD0004843,36.93,LOW,63.31,60.45,ON_TIME
DEL0004844,ORD0004844,53.27,HIGH,91.32,142.34,SEVERELY_DELAYED
DEL0004845,ORD0004845,62.84,LOW,107.73,108.31,ON_TIME
DEL0004846,ORD0004846,28.24,MEDIUM,48.41,69.01,DELAYED
DEL0004847,ORD0004847,71.88,MEDIUM,123.22,182.96,DELAYED
DEL0004848,ORD0004848,69.85,LOW,119.74,130.34,ON_TIME
DEL0004849,ORD0004849,50.56,MEDIUM,86.67,107.93,DELAYED
DEL0004850,ORD0004850,33.13,MEDIUM,56.79,80.12,DELAYED
DEL0004851,ORD0004851,27.62,HIGH,47.35,77.62,SEVERELY_DELAYED
DEL0004852,ORD0004852,87.39,MEDIUM,149.81,196.63,DELAYED
DEL0004853,ORD0004853,98.83,HIGH,169.42,248.85,DELAYED
DEL0004854,ORD0004854,58.68,LOW,100.59,108.86,ON_TIME
DEL0004855,ORD0004855,26.64,HIGH,45.67,85.29,SEVERELY_DELAYED
DEL0004856,ORD0004856,55.82,LOW,95.69,103.65,ON_TIME
DEL0004857,ORD0004857,42.3,MEDIUM,72.51,82.55,ON_TIME
DEL0004858,ORD0004858,52.56,MEDIUM,90.1,103.69,DELAYED
DEL0004859,ORD0004859,28.31,LOW,48.53,45.28,ON_TIME
DEL0004860,ORD0004860,80.05,LOW,137.23,121.62,ON_TIME
DEL0004861,ORD0004861,64.22,MEDIUM,110.09,131.01,DELAYED
DEL0004862,ORD0004862,42.47,LOW,72.81,74.45,ON_TIME
DEL0004863,ORD0004863,49.63,MEDIUM,85.08,102.35,DELAYED
DEL0004864,ORD0004864,22.37,MEDIUM,38.35,40.95,ON_TIME
DEL0004865,ORD0004865,53.54,LOW,91.78,96.57,ON_TIME
DEL0004866,ORD0004866,63.46,MEDIUM,108.79,161.74,DELAYED
DEL0004867,ORD0004867,6.19,MEDIUM,10.61,13.57,DELAYED
DEL0004868,ORD0004868,113.29,HIGH,194.21,328.67,SEVERELY_DELAYED
DEL0004869,ORD0004869,21.62,MEDIUM,37.06,45.66,DELAYED
DEL0004870,ORD0004870,36.99,MEDIUM,63.41,71.23,ON_TIME
DEL0004871,ORD0004871,65.07,HIGH,111.55,207.86,SEVERELY_DELAYED
DEL0004872,ORD0004872,11.36,MEDIUM,19.47,22.97,DELAYED
DEL0004873,ORD0004873,47.15,LOW,80.83,91.86,ON_TIME
DEL0004874,ORD0004874,88.19,HIGH,151.18,218.8,DELAYED
DEL0004875,ORD0004875,12.49,LOW,21.41,19.65,ON_TIME
DEL0004876,ORD0004876,20.3,MEDIUM,34.8,40.62,DELAYED
DEL0004877,ORD0004877,19.43,SEVERE,33.31,84.02,SEVERELY_DELAYED
DEL0004878,ORD0004878,103.57,HIGH,177.55,309.47,SEVERELY_DELAYED
DEL0004879,ORD0004879,79.05,LOW,135.51,147.65,ON_TIME
DEL0004880,ORD0004880,54.3,LOW,93.09,83.3,ON_TIME
DEL0004881,ORD0004881,60.16,LOW,103.13,96.64,ON_TIME
DEL0004882,ORD0004882,140.15,MEDIUM,240.26,339.85,DELAYED
DEL0004883,ORD0004883,49.55,HIGH,84.94,116.21,DELAYED
DEL0004884,ORD0004884,103.64,LOW,177.67,183.5,ON_TIME
DEL0004885,ORD0004885,32.87,LOW,56.35,48.1,ON_TIME
DEL0004886,ORD0004886,62.8,MEDIUM,107.66,150.9,DELAYED
DEL0004887,ORD0004887,45.7,MEDIUM,78.34,88.29,ON_TIME
DEL0004888,ORD0004888,14.54,MEDIUM,24.93,30.78,DELAYED
DEL0004889,ORD0004889,50.45,SEVERE,86.49,190.65,SEVERELY_DELAYED
DEL0004890,ORD0004890,38.41,MEDIUM,65.85,72.9,ON_TIME
DEL0004891,ORD0004891,74.41,LOW,127.56,109.02,ON_TIME
DEL0004892,ORD0004892,107.47,MEDIUM,184.23,256.97,DELAYED
DEL0004893,ORD0004893,76.65,MEDIUM,131.4,184.76,DELAYED
DEL0004894,ORD0004894,70.85,MEDIUM,121.46,142.87,DELAYED
DEL0004895,ORD0004895,43.41,HIGH,74.42,141.58,SEVERELY_DELAYED
DEL0004896,ORD0004896,98.62,SEVERE,169.06,418.26,SEVERELY_DELAYED
DEL0004897,ORD0004897,47.44,LOW,81.33,88.89,ON_TIME
DEL0004898,ORD0004898,70.82,HIGH,121.41,193.02,SEVERELY_DELAYED
DEL0004899,ORD0004899,20.55,LOW,35.23,39.71,ON_TIME
DEL0004900,ORD0004900,40.65,MEDIUM,69.69,81.27,DELAYED
DEL0004901,ORD0004901,91.75,HIGH,157.29,214.83,DELAYED
DEL0004902,ORD0004902,85.38,MEDIUM,146.37,198.77,DELAYED
DEL0004903,ORD0004903,48.26,MEDIUM,82.73,117.95,DELAYED
DEL0004904,ORD0004904,27.69,LOW,47.47,47.05,ON_TIME
DEL0004905,ORD0004905,74.92,LOW,128.43,116.23,ON_TIME
DEL0004906,ORD0004906,105.43,LOW,180.74,166.23,ON_TIME
DEL0004907,ORD0004907,81.9,LOW,140.4,158.37,ON_TIME
DEL0004908,ORD0004908,37.8,HIGH,64.8,115.66,SEVERELY_DELAYED
DEL0004909,ORD0004909,73.05,MEDIUM,125.23,153.89,DELAYED
DEL0004910,ORD0004910,62.13,LOW,106.51,123.8,DELAYED
DEL0004911,ORD0004911,46.91,HIGH,80.42,123.4,SEVERELY_DELAYED
DEL0004912,ORD0004912,22.31,LOW,38.25,38.51,ON_TIME
DEL0004913,ORD0004913,73.06,MEDIUM,125.25,185.53,DELAYED
DEL0004914,ORD0004914,25.92,MEDIUM,44.43,57.09,DELAYED
DEL0004915,ORD0004915,125.23,HIGH,214.68,403.53,SEVERELY_DELAYED
DEL0004916,ORD0004916,96.81,SEVERE,165.96,417.72,SEVERELY_DELAYED
DEL0004917,ORD0004917,62.67,SEVERE,107.43,270.47,SEVERELY_DELAYED
DEL0004918,ORD0004918,61.87,HIGH,106.06,201.71,SEVERELY_DELAYED
DEL0004919,ORD0004919,139.6,LOW,239.31,225.54,ON_TIME
DEL0004920,ORD0004920,74.77,MEDIUM,128.18,178.44,DELAYED
DEL0004921,ORD0004921,55.01,HIGH,94.3,144.47,SEVERELY_DELAYED
DEL0004922,ORD0004922,172.41,MEDIUM,295.56,391.83,DELAYED
DEL0004923,ORD0004923,55.65,MEDIUM,95.4,109.95,DELAYED
DEL0004924,ORD0004924,67.05,LOW,114.94,105.97,ON_TIME
DEL0004925,ORD0004925,9.38,SEVERE,16.08,32.21,SEVERELY_DELAYED
DEL0004926,ORD0004926,74.94,HIGH,128.47,206.51,SEVERELY_DELAYED
DEL0004927,ORD0004927,41.55,MEDIUM,71.23,80.37,ON_TIME
DEL0004928,ORD0004928,51.02,HIGH,87.46,150.28,SEVERELY_DELAYED
DEL0004929,ORD0004929,16.55,MEDIUM,28.37,40.29,DELAYED
DEL0004930,ORD0004930,50.89,LOW,87.24,101.88,DELAYED
DEL0004931,ORD0004931,67.16,LOW,115.13,104.8,ON_TIME
DEL0004932,ORD0004932,33.76,LOW,57.87,56.83,ON_TIME
DEL0004933,ORD0004933,70.33,MEDIUM,120.57,141.31,DELAYED
DEL0004934,ORD0004934,15.91,HIGH,27.27,51.67,SEVERELY_DELAYED
DEL0004935,ORD0004935,24.39,LOW,41.81,45.67,ON_TIME
DEL0004936,ORD0004936,60.27,HIGH,103.32,179.17,SEVERELY_DELAYED
DEL0004937,ORD0004937,46.78,HIGH,80.19,130.28,SEVERELY_DELAYED
DEL0004938,ORD0004938,24.3,MEDIUM,41.66,53.79,DELAYED
DEL0004939,ORD0004939,62.79,HIGH,107.64,149.33,DELAYED
DEL0004940,ORD0004940,34.14,MEDIUM,58.53,82.51,DELAYED
DEL0004941,ORD0004941,17.24,HIGH,29.55,47.01,SEVERELY_DELAYED
DEL0004942,ORD0004942,100.92,MEDIUM,173.01,239.74,DELAYED
DEL0004943,ORD0004943,99.88,LOW,171.22,172.34,ON_TIME
DEL0004944,ORD0004944,91.86,MEDIUM,157.47,182.78,DELAYED
DEL0004945,ORD0004945,91.51,LOW,156.87,149.31,ON_TIME
DEL0004946,ORD0004946,63.26,MEDIUM,108.45,153.85,DELAYED
DEL0004947,ORD0004947,32.45,HIGH,55.63,97.3,SEVERELY_DELAYED
DEL0004948,ORD0004948,25.78,MEDIUM,44.19,51.06,DELAYED
DEL0004949,ORD0004949,49.41,HIGH,84.7,117.59,DELAYED
DEL0004950,ORD0004950,28.84,MEDIUM,49.44,54.11,ON_TIME
DEL0004951,ORD0004951,10.63,MEDIUM,18.22,19.89,ON_TIME
DEL0004952,ORD0004952,19.21,MEDIUM,32.93,47.07,DELAYED
DEL0004953,ORD0004953,0.79,MEDIUM,1.35,1.78,DELAYED
DEL0004954,ORD0004954,116.1,MEDIUM,199.03,240.61,DELAYED
DEL0004955,ORD0004955,64.67,MEDIUM,110.86,119.73,ON_TIME
DEL0004956,ORD0004956,13.05,LOW,22.37,26.35,DELAYED
DEL0004957,ORD0004957,85.22,MEDIUM,146.09,204.47,DELAYED
DEL0004958,ORD0004958,93.1,MEDIUM,159.6,232.16,DELAYED
DEL0004959,ORD0004959,100.61,MEDIUM,172.47,225.58,DELAYED
DEL0004960,ORD0004960,19.62,SEVERE,33.63,64.55,SEVERELY_DELAYED
DEL0004961,ORD0004961,82.89,LOW,142.1,158.17,ON_TIME
DEL0004962,ORD0004962,48.89,LOW,83.81,97.36,DELAYED
DEL0004963,ORD0004963,31.56,LOW,54.1,64.27,DELAYED
DEL0004964,ORD0004964,31.62,LOW,54.21,58.2,ON_TIME
DEL0004965,ORD0004965,31.53,MEDIUM,54.05,64.13,DELAYED
DEL0004966,ORD0004966,40.38,MEDIUM,69.22,99.41,DELAYED
DEL0004967,ORD0004967,46.08,HIGH,78.99,112.37,DELAYED
DEL0004968,ORD0004968,54.06,MEDIUM,92.67,111.74,DELAYED
DEL0004969,ORD0004969,39.75,HIGH,68.14,102.43,SEVERELY_DELAYED
DEL0004970,ORD0004970,92.46,HIGH,158.5,270.49,SEVERELY_DELAYED
DEL0004971,ORD0004971,164.57,HIGH,282.12,425.99,SEVERELY_DELAYED
DEL0004972,ORD0004972,74.36,MEDIUM,127.47,177.75,DELAYED
DEL0004973,ORD0004973,27.05,MEDIUM,46.37,62.51,DELAYED
DEL0004974,ORD0004974,46.62,LOW,79.92,74.94,ON_TIME
DEL0004975,ORD0004975,35.77,HIGH,61.32,84.97,DELAYED
DEL0004976,ORD0004976,62.79,MEDIUM,107.64,135.73,DELAYED
DEL0004977,ORD0004977,24.38,LOW,41.79,36.91,ON_TIME
DEL0004978,ORD0004978,28.04,LOW,48.07,43.32,ON_TIME
DEL0004979,ORD0004979,51.49,SEVERE,88.27,185.39,SEVERELY_DELAYED
DEL0004980,ORD0004980,83.15,SEVERE,142.54,325.43,SEVERELY_DELAYED
DEL0004981,ORD0004981,75.48,SEVERE,129.39,340.68,SEVERELY_DELAYED
DEL0004982,ORD0004982,89.57,HIGH,153.55,281.38,SEVERELY_DELAYED
DEL0004983,ORD0004983,115.25,SEVERE,197.57,499.28,SEVERELY_DELAYED
DEL0004984,ORD0004984,73.98,MEDIUM,126.82,187.14,DELAYED
DEL0004985,ORD0004985,70.8,HIGH,121.37,229.97,SEVERELY_DELAYED
DEL0004986,ORD0004986,66.42,MEDIUM,113.86,122.67,ON_TIME
DEL0004987,ORD0004987,27.52,MEDIUM,47.18,56.81,DELAYED
DEL0004988,ORD0004988,41.64,MEDIUM,71.38,101.26,DELAYED
DEL0004989,ORD0004989,47.5,MEDIUM,81.43,104.88,DELAYED
DEL0004990,ORD0004990,96.66,SEVERE,165.7,366.98,SEVERELY_DELAYED
DEL0004991,ORD0004991,83.36,LOW,142.9,163.98,ON_TIME
DEL0004992,ORD0004992,143.71,MEDIUM,246.36,326.72,DELAYED
DEL0004993,ORD0004993,110.25,MEDIUM,189.0,258.66,DELAYED
DEL0004994,ORD0004994,67.31,LOW,115.39,116.54,ON_TIME
DEL0004995,ORD0004995,69.59,LOW,119.3,112.19,ON_TIME
DEL0004996,ORD0004996,40.75,LOW,69.86,73.92,ON_TIME
DEL0004997,ORD0004997,47.15,LOW,80.83,72.53,ON_TIME
DEL0004998,ORD0004998,58.77,HIGH,100.75,190.19,SEVERELY_DELAYED
DEL0004999,ORD0004999,46.93,HIGH,80.45,138.08,SEVERELY_DELAYED
DEL0005000,ORD0005000,30.54,SEVERE,52.35,110.36,SEVERELY_DELAYED
DEL0005001,ORD0005001,71.08,LOW,121.85,109.69,ON_TIME
DEL0005002,ORD0005002,12.93,HIGH,22.17,36.23,SEVERELY_DELAYED
DEL0005003,ORD0005003,41.03,LOW,70.34,62.86,ON_TIME
DEL0005004,ORD0005004,41.48,LOW,71.11,70.21,ON_TIME
DEL0005005,ORD0005005,33.5,LOW,57.43,68.1,DELAYED
DEL0005006,ORD0005006,49.97,MEDIUM,85.66,94.35,ON_TIME
DEL0005007,ORD0005007,42.91,MEDIUM,73.56,102.75,DELAYED
DEL0005008,ORD0005008,60.01,MEDIUM,102.87,112.65,ON_TIME
