customer_id,city,previous_orders,average_order_value
CUS002709,Tumkur,13,1480.77
CUS002710,Chennai,6,1645.54
CUS002711,Bangalore,8,1771.95
CUS002712,Pune,13,1779.74
CUS002713,Mysore,10,3219.19
CUS002714,Delhi,7,1871.18
CUS002715,Hyderabad,7,2094.97
CUS002716,Hyderabad,8,632.39
CUS002717,Mumbai,2,925.43
CUS002718,Mysore,15,1701.0
CUS002719,Delhi,10,3010.12
CUS002720,Bangalore,4,1535.61
CUS002721,Mumbai,9,3704.16
CUS002722,Chennai,14,1023.85
CUS002723,Hyderabad,7,3991.71
CUS002724,Hyderabad,8,935.53
CUS002725,Chennai,6,4093.83
CUS002726,Delhi,7,2433.95
CUS002727,Mumbai,5,1139.9
CUS002728,Delhi,7,2808.79
CUS002729,Chennai,10,1952.2
CUS002730,Chennai,7,992.46
CUS002731,Tumkur,5,1444.84
CUS002732,Bangalore,13,2833.16
CUS002733,Pune,3,976.59
CUS002734,Bangalore,7,954.51
CUS002735,Chennai,5,1965.51
CUS002736,Mumbai,7,2686.6
CUS002737,Bangalore,6,2666.44
CUS002738,Mumbai,6,1393.9
CUS002739,Bangalore,7,2800.74
CUS002740,Pune,8,1641.79
CUS002741,Hyderabad,10,2647.19
CUS002742,Mysore,4,1353.34
CUS002743,Chennai,3,857.77
CUS002744,Chennai,6,1862.97
CUS002745,Pune,7,664.43
CUS002746,Delhi,7,1437.03
CUS002747,Bangalore,8,1785.46
CUS002748,Tumkur,6,2059.27
CUS002749,Hyderabad,7,2746.59
CUS002750,Mysore,7,2294.77
CUS002751,Bangalore,6,1912.17
CUS002752,Chennai,8,2110.67
CUS002753,Pune,7,1494.66
CUS002754,Mumbai,8,1743.76
CUS002755,Delhi,10,1168.07
CUS002756,Mysore,9,1497.38
CUS002757,Mysore,7,1963.18
CUS002758,Tumkur,6,2291.64
CUS002759,Pune,6,348.01
CUS002760,Mysore,5,3224.01
CUS002761,Bangalore,13,1009.33
CUS002762,Pune,3,1282.11
CUS002763,Tumkur,5,4641.69
CUS002764,Chennai,6,721.63
CUS002765,Hyderabad,8,2492.9
CUS002766,Hyderabad,10,782.54
CUS002767,Mumbai,11,2284.55
CUS002768,Pune,9,1946.4
CUS002769,Mumbai,5,1216.96
CUS002770,Mumbai,3,1651.93
CUS002771,Delhi,11,2972.95
CUS002772,Hyderabad,8,1234.07
CUS002773,Chennai,6,1250.3
CUS002774,Mysore,5,2136.59
CUS002775,Chennai,8,1942.46
CUS002776,Tumkur,7,712.72
CUS002777,Mysore,10,577.37
CUS002778,Tumkur,8,1566.95
CUS002779,Mysore,9,2376.19
CUS002780,Tumkur,10,1042.16
CUS002781,Delhi,8,1041.56
CUS002782,Delhi,10,6160.15
CUS002783,Mumbai,9,2233.82
CUS002784,Pune,6,3828.8
CUS002785,Mysore,9,3649.68
CUS002786,Mumbai,6,2900.41
CUS002787,Chennai,13,1959.69
CUS002788,Delhi,10,1240.12
CUS002789,Hyderabad,9,1226.68
CUS002790,Delhi,7,3033.49
CUS002791,Hyderabad,8,1494.43
CUS002792,Mysore,8,1561.76
CUS002793,Mysore,9,1189.78
CUS002794,Tumkur,5,3504.77
CUS002795,Hyderabad,8,2659.61
CUS002796,Bangalore,3,2576.22
CUS002797,Chennai,10,922.77
CUS002798,Mumbai,6,4057.06
CUS002799,Tumkur,10,1135.74
CUS002800,Mysore,5,979.96
CUS002801,Chennai,12,2019.06
CUS002802,Mumbai,9,2856.85
CUS002803,Pune,13,2156.66
CUS002804,Bangalore,9,2139.19
CUS002805,Hyderabad,8,1492.22
CUS002806,Hyderabad,6,1927.87
CUS002807,Tumkur,11,2903.81
CUS002808,Bangalore,6,3491.53
CUS002809,Pune,15,3929.0
CUS002810,Delhi,8,1257.72
CUS002811,Chennai,9,600.24
CUS002812,Mysore,9,3113.82
CUS002813,Delhi,7,2949.21
CUS002814,Mysore,8,5463.08
CUS002815,Tumkur,6,3009.31
CUS002816,Mysore,11,1084.04
CUS002817,Bangalore,4,2936.24
CUS002818,Bangalore,12,3053.49
CUS002819,Chennai,6,2476.35
CUS002820,Tumkur,6,2382.22
CUS002821,Chennai,7,1606.5
CUS002822,Pune,6,1328.33
CUS002823,Mumbai,8,2218.51
CUS002824,Mysore,10,1361.77
CUS002825,Hyderabad,12,1335.37
CUS002826,Mysore,4,1032.88
CUS002827,Bangalore,8,1634.34
CUS002828,Mysore,10,1016.95
CUS002829,Chennai,10,2368.48
CUS002830,Delhi,8,1560.01
CUS002831,Tumkur,13,3359.1
CUS002832,Mysore,3,855.07
CUS002833,Mumbai,5,2447.34
CUS002834,Mysore,11,1670.36
CUS002835,Bangalore,14,1490.74
CUS002836,Delhi,10,1827.87
CUS002837,Bangalore,8,1100.23
CUS002838,Tumkur,5,1578.24
CUS002839,Pune,4,1117.98
CUS002840,Pune,8,2188.57
CUS002841,Delhi,9,1717.36
CUS002842,Bangalore,8,1292.12
CUS002843,Pune,4,2358.48
CUS002844,Pune,7,630.24
CUS002845,Tumkur,6,2414.24
CUS002846,Mumbai,6,3833.04
CUS002847,Chennai,5,1133.18
CUS002848,Tumkur,5,2597.79
CUS002849,Hyderabad,7,1083.49
CUS002850,Hyderabad,8,1983.95
CUS002851,Delhi,10,1125.33
CUS002852,Tumkur,3,4394.77
CUS002853,Bangalore,8,5426.61
CUS002854,Chennai,6,1916.44
CUS002855,Hyderabad,11,969.8
CUS002856,Delhi,9,818.5
CUS002857,Pune,3,3044.14
CUS002858,Delhi,8,4161.09
CUS002859,Bangalore,7,1729.35
CUS002860,Mysore,6,1367.93
CUS002861,Hyderabad,11,2118.79
CUS002862,Pune,8,4424.07
CUS002863,Tumkur,10,1741.56
CUS002864,Pune,7,1801.64
CUS002865,Chennai,8,1215.84
CUS002866,Chennai,10,2118.85
CUS002867,Bangalore,4,2885.35
CUS002868,Pune,7,4103.38
CUS002869,Mumbai,5,3536.94
CUS002870,Delhi,8,1787.54
CUS002871,Delhi,9,790.32
CUS002872,Mumbai,8,1318.54
CUS002873,Mumbai,11,2097.5
CUS002874,Pune,14,3103.17
CUS002875,Hyderabad,10,2027.31
CUS002876,Tumkur,11,869.71
CUS002877,Bangalore,8,1609.19
CUS002878,Mumbai,12,1203.78
CUS002879,Chennai,7,2888.82
CUS002880,Bangalore,6,1461.98
CUS002881,Hyderabad,9,5718.32
CUS002882,Bangalore,9,1979.58
CUS002883,Delhi,14,2710.87
CUS002884,Mumbai,6,853.28
CUS002885,Chennai,7,1301.63
CUS002886,Tumkur,11,3587.66
CUS002887,Mysore,9,2210.17
CUS002888,Chennai,12,818.1
CUS002889,Chennai,13,1312.57
CUS002890,Hyderabad,8,2230.4
CUS002891,Bangalore,6,1869.81
CUS002892,Chennai,7,1332.87
CUS002893,Pune,13,1958.74
CUS002894,Mumbai,8,2639.0
CUS002895,Tumkur,8,1774.65
CUS002896,Tumkur,10,558.92
CUS002897,Chennai,15,1555.04
CUS002898,Mumbai,8,1810.27
CUS002899,Mumbai,10,2176.9
CUS002900,Bangalore,8,623.94
CUS002901,Mumbai,8,1759.51
CUS002902,Tumkur,4,638.37
CUS002903,Chennai,4,1997.89
CUS002904,Delhi,7,1465.68
CUS002905,Hyderabad,7,1309.9
CUS002906,Tumkur,6,3334.13
CUS002907,Delhi,9,1204.35
CUS002908,Bangalore,10,1122.73
CUS002909,Mysore,8,790.71
CUS002910,Bangalore,14,2349.64
CUS002911,Chennai,11,1251.0
CUS002912,Chennai,7,1770.47
CUS002913,Bangalore,3,4869.47
CUS002914,Delhi,4,2995.45
CUS002915,Bangalore,8,956.6
CUS002916,Mumbai,8,2431.68
CUS002917,Chennai,7,858.96
CUS002918,Tumkur,14,1334.48
CUS002919,Mumbai,6,4493.75
CUS002920,Tumkur,7,1260.01
CUS002921,Mumbai,7,1187.49
CUS002922,Bangalore,12,1745.13
CUS002923,Bangalore,8,1465.74
CUS002924,Tumkur,8,1288.96
CUS002925,Tumkur,10,2667.5
CUS002926,Mysore,9,3124.26
CUS002927,Mumbai,4,1466.95
CUS002928,Mysore,4,525.96
CUS002929,Mumbai,5,931.09
CUS002930,Pune,8,1003.74
CUS002931,Mysore,11,4095.93
CUS002932,Mumbai,5,1335.96
CUS002933,Hyderabad,8,1822.55
CUS002934,Mumbai,13,1595.25
CUS002935,Tumkur,7,916.31
CUS002936,Tumkur,8,4126.81
CUS002937,Pune,13,3000.55
CUS002938,Delhi,5,2326.68
CUS002939,Mumbai,6,654.64
CUS002940,Tumkur,9,1660.31
CUS002941,Mumbai,3,1702.37
CUS002942,Chennai,11,2162.26
CUS002943,Tumkur,10,1114.54
CUS002944,Pune,9,1228.74
CUS002945,Hyderabad,4,1370.15
CUS002946,Hyderabad,12,716.81
CUS002947,Tumkur,9,2523.72
CUS002948,Tumkur,5,913.53
CUS002949,Bangalore,7,2057.11
CUS002950,Pune,8,2604.71
CUS002951,Bangalore,10,6611.46
CUS002952,Tumkur,10,4706.67
CUS002953,Mumbai,4,1713.51
CUS002954,Chennai,12,1686.02
CUS002955,Mysore,7,2579.26
CUS002956,Delhi,10,2100.03
CUS002957,Tumkur,5,779.12
CUS002958,Mumbai,8,2456.16
CUS002959,Mysore,9,2004.91
CUS002960,Chennai,6,1568.17
CUS002961,Mumbai,5,1254.92
CUS002962,Mumbai,12,1667.07
CUS002963,Tumkur,7,688.52
CUS002964,Mysore,9,2306.46
CUS002965,Mumbai,7,2313.21
CUS002966,Delhi,10,1306.15
CUS002967,Bangalore,7,881.86
CUS002968,Hyderabad,6,1579.12
CUS002969,Chennai,7,1027.63
CUS002970,Chennai,6,2186.02
CUS002971,Mysore,11,1751.29
CUS002972,Mumbai,7,2541.34
CUS002973,Hyderabad,8,3853.63
CUS002974,Mysore,7,2403.1
CUS002975,Bangalore,14,2294.92
CUS002976,Bangalore,9,2308.62
CUS002977,Pune,12,1032.8
CUS002978,Delhi,10,2070.6
CUS002979,Pune,8,2990.42
CUS002980,Tumkur,5,4030.66
CUS002981,Pune,6,2495.25
CUS002982,Delhi,8,1115.42
CUS002983,Pune,4,905.5
CUS002984,Mumbai,11,1311.6
CUS002985,Pune,5,4184.4
CUS002986,Mysore,8,1959.59
CUS002987,Delhi,9,3848.14
CUS002988,Chennai,11,1946.52
CUS002989,Tumkur,3,1794.05
CUS002990,Delhi,10,4365.88
CUS002991,Mysore,5,1435.07
CUS002992,Bangalore,8,629.41
CUS002993,Hyderabad,7,2328.99
CUS002994,Bangalore,8,1116.68
CUS002995,Mumbai,5,1815.73
CUS002996,Hyderabad,8,3534.8
CUS002997,Mysore,5,2647.19
CUS002998,Mysore,9,3948.02
CUS002999,Mumbai,9,1946.08
CUS003000,Tumkur,9,2241.26
CUS003001,Pune,7,1664.74
CUS003002,Tumkur,6,3897.77
CUS003003,Mysore,2,1008.94
CUS003004,Mysore,9,3197.93
CUS003005,Mumbai,13,1289.29
CUS003006,Delhi,8,513.63
CUS003007,Bangalore,11,1940.95
CUS003008,Pune,16,1553.45
CUS003009,Tumkur,2,1558.18
CUS003010,Pune,8,2386.79
CUS003011,Tumkur,6,1062.18
CUS003012,Bangalore,9,1355.05
CUS003013,Mysore,6,3239.49
CUS003014,Mumbai,8,2848.55
CUS003015,Chennai,9,2660.09
CUS003016,Chennai,8,2536.64
CUS003017,Pune,6,1255.54
CUS003018,Hyderabad,5,1013.62
CUS003019,Hyderabad,13,3709.4
CUS003020,Hyderabad,10,592.97
CUS003021,Chennai,8,1045.12
CUS003022,Mysore,12,2612.47
CUS003023,Bangalore,10,939.3
CUS003024,Pune,10,1993.25
CUS003025,Delhi,12,1425.86
CUS003026,Tumkur,12,2405.74
CUS003027,Bangalore,8,1402.56
CUS003028,Mumbai,8,3570.72
CUS003029,Bangalore,6,1632.2
CUS003030,Pune,2,753.09
CUS003031,Mysore,8,1944.96
CUS003032,Hyderabad,8,558.45
CUS003033,Delhi,7,1071.34
CUS003034,Chennai,8,2117.63
CUS003035,Mysore,12,1234.12
CUS003036,Bangalore,5,2148.78
CUS003037,Chennai,7,1708.53
CUS003038,Tumkur,6,2549.16
CUS003039,Hyderabad,5,3411.27
CUS003040,Mysore,4,2889.25
CUS003041,Delhi,7,2201.68
CUS003042,Mysore,9,1174.38
CUS003043,Hyderabad,14,1590.85
CUS003044,Pune,6,3180.25
CUS003045,Delhi,4,2073.73
CUS003046,Delhi,12,2847.01
CUS003047,Hyderabad,5,1014.39
CUS003048,Mysore,8,1581.57
CUS003049,Pune,8,2042.65
CUS003050,Tumkur,8,1399.82
CUS003051,Mumbai,11,1235.0
CUS003052,Pune,5,2131.45
CUS003053,Mumbai,8,1983.93
CUS003054,Tumkur,12,1772.81
CUS003055,Delhi,7,1367.62
CUS003056,Bangalore,6,901.64
CUS003057,Hyderabad,7,1784.98
CUS003058,Delhi,3,954.36
CUS003059,Delhi,4,4170.7
CUS003060,Hyderabad,7,2481.5
CUS003061,Chennai,9,2085.5
CUS003062,Hyderabad,12,1641.35
CUS003063,Bangalore,11,2445.86
CUS003064,Tumkur,5,937.43
CUS003065,Mysore,7,1366.95
CUS003066,Mysore,7,850.79
CUS003067,Mumbai,10,755.26
CUS003068,Pune,6,2620.76
CUS003069,Chennai,10,1005.35
CUS003070,Bangalore,6,3970.69
CUS003071,Pune,9,1760.53
CUS003072,Pune,9,2238.87
CUS003073,Delhi,14,1573.36
CUS003074,Chennai,9,1340.36
CUS003075,Delhi,4,758.49
CUS003076,Hyderabad,10,1503.11
CUS003077,Mysore,10,2423.56
CUS003078,Pune,5,1601.18
CUS003079,Bangalore,6,1207.22
CUS003080,Tumkur,11,1532.08
CUS003081,Mysore,7,2679.5
CUS003082,Delhi,3,1265.48
CUS003083,Tumkur,7,640.22
CUS003084,Tumkur,5,1576.01
CUS003085,Chennai,5,959.69
CUS003086,Chennai,6,988.09
CUS003087,Tumkur,5,2488.49
CUS003088,Bangalore,12,1516.45
CUS003089,Pune,8,1084.39
CUS003090,Mysore,5,1050.33
CUS003091,Pune,9,3012.97
CUS003092,Chennai,7,2851.52
CUS003093,Tumkur,9,2066.28
CUS003094,Hyderabad,6,4424.75
CUS003095,Mumbai,11,1474.93
CUS003096,Mysore,9,2058.36
CUS003097,Mysore,11,1730.46
CUS003098,Pune,9,3723.49
CUS003099,Pune,9,1850.89
CUS003100,Mumbai,7,2627.11
CUS003101,Hyderabad,6,1477.01
CUS003102,Delhi,3,2067.78
CUS003103,Bangalore,7,2082.93
CUS003104,Pune,10,987.76
CUS003105,Mysore,10,943.26
CUS003106,Pune,4,1621.71
CUS003107,Tumkur,8,2033.19
CUS003108,Tumkur,13,1467.75
CUS003109,Mysore,9,3185.33
CUS003110,Mysore,13,1790.71
CUS003111,Mysore,5,3067.42
CUS003112,Hyderabad,15,2104.82
CUS003113,Mumbai,5,2524.82
CUS003114,Pune,8,1329.43
CUS003115,Hyderabad,6,1533.37
CUS003116,Pune,4,1306.82
CUS003117,Delhi,12,1172.83
CUS003118,Delhi,12,4286.51
CUS003119,Bangalore,6,1835.07
CUS003120,Tumkur,5,1280.15
CUS003121,Hyderabad,11,745.0
CUS003122,Pune,12,1067.31
CUS003123,Tumkur,5,1632.53
CUS003124,Pune,10,1724.26
CUS003125,Bangalore,7,1693.66
CUS003126,Pune,5,1238.05
CUS003127,Mumbai,9,2529.4
CUS003128,Chennai,12,1287.8
CUS003129,Bangalore,8,1024.34
CUS003130,Delhi,12,3963.41
CUS003131,Hyderabad,8,2844.4
CUS003132,Mumbai,8,1343.33
CUS003133,Bangalore,7,2274.99
CUS003134,Mumbai,5,2007.84
CUS003135,Hyderabad,8,1342.47
CUS003136,Hyderabad,6,1349.22
CUS003137,Hyderabad,7,3852.0
CUS003138,Delhi,5,3845.95
CUS003139,Mysore,6,2191.03
CUS003140,Chennai,7,3187.43
CUS003141,Tumkur,8,1589.68
CUS003142,Hyderabad,10,4466.8
CUS003143,Delhi,8,1149.65
CUS003144,Mumbai,5,3586.92
CUS003145,Hyderabad,9,2980.79
CUS003146,Pune,15,2064.32
CUS003147,Mysore,7,3868.03
CUS003148,Chennai,7,2408.81
CUS003149,Delhi,11,4180.93
CUS003150,Chennai,8,9031.66
CUS003151,Pune,9,4214.8
CUS003152,Delhi,13,1681.74
CUS003153,Mumbai,14,4343.27
CUS003154,Bangalore,8,3458.59
CUS003155,Tumkur,11,2347.81
CUS003156,Mysore,4,2233.81
CUS003157,Hyderabad,7,2990.27
CUS003158,Pune,7,1133.01
CUS003159,Tumkur,6,2134.59
CUS003160,Bangalore,5,2034.03
CUS003161,Tumkur,4,1356.9
CUS003162,Chennai,6,1584.99
CUS003163,Chennai,12,1501.24
CUS003164,Bangalore,8,1793.25
CUS003165,Chennai,7,2241.46
CUS003166,Bangalore,5,4583.59
CUS003167,Delhi,4,1057.92
CUS003168,Bangalore,9,2954.96
CUS003169,Mumbai,4,1781.17
CUS003170,Chennai,11,876.79
CUS003171,Hyderabad,8,3549.54
CUS003172,Mumbai,9,1754.37
CUS003173,Delhi,7,1590.83
CUS003174,Pune,7,2319.41
CUS003175,Mysore,5,2512.64
CUS003176,Bangalore,8,6945.83
CUS003177,Chennai,8,939.28
CUS003178,Mumbai,8,1543.33
CUS003179,Delhi,7,1626.19
CUS003180,Delhi,9,1023.44
CUS003181,Tumkur,11,1500.49
CUS003182,Delhi,9,4734.18
CUS003183,Mumbai,6,1961.94
CUS003184,Mumbai,7,6249.98
CUS003185,Tumkur,10,906.67
CUS003186,Hyderabad,13,1656.28
CUS003187,Mysore,9,1981.52
CUS003188,Hyderabad,14,2048.45
CUS003189,Bangalore,6,2184.36
CUS003190,Pune,8,1935.48
CUS003191,Bangalore,5,5152.96
CUS003192,Tumkur,7,3095.13
CUS003193,Chennai,8,1184.88
CUS003194,Chennai,6,3679.38
CUS003195,Chennai,9,1250.98
CUS003196,Chennai,12,1005.1
CUS003197,Hyderabad,4,1873.31
CUS003198,Pune,7,2512.12
CUS003199,Bangalore,8,944.75
CUS003200,Bangalore,11,1032.53
CUS003201,Delhi,10,1160.91
CUS003202,Tumkur,8,3663.62
CUS003203,Tumkur,16,2775.88
CUS003204,Bangalore,11,2572.17
CUS003205,Chennai,16,1989.09
CUS003206,Hyderabad,9,1706.68
CUS003207,Hyderabad,6,1176.16
CUS003208,Hyderabad,7,4511.26
CUS003209,Pune,10,884.1
CUS003210,Pune,10,2544.1
CUS003211,Mumbai,10,3075.78
CUS003212,Delhi,12,2867.55
CUS003213,Hyderabad,9,852.32
CUS003214,Chennai,7,2653.07
CUS003215,Delhi,6,1850.93
CUS003216,Hyderabad,7,1305.05
CUS003217,Pune,5,1440.46
CUS003218,Mysore,6,1164.62
CUS003219,Bangalore,8,1957.92
CUS003220,Mumbai,10,1598.83
CUS003221,Hyderabad,5,3419.62
CUS003222,Hyderabad,6,2760.69
CUS003223,Mysore,6,2716.81
CUS003224,Delhi,10,1904.8
CUS003225,Mysore,7,1311.07
CUS003226,Mumbai,3,2438.1
CUS003227,Hyderabad,8,1105.47
CUS003228,Mumbai,6,1604.44
CUS003229,Hyderabad,6,2215.0
CUS003230,Hyderabad,10,1458.31
CUS003231,Hyderabad,5,4398.59
CUS003232,Chennai,8,1866.32
CUS003233,Tumkur,7,1565.14
CUS003234,Chennai,9,1361.15
CUS003235,Bangalore,11,1694.04
CUS003236,Pune,13,1344.59
CUS003237,Mumbai,8,1753.37
CUS003238,Tumkur,5,2596.55
CUS003239,Bangalore,12,825.47
CUS003240,Delhi,6,1134.98
CUS003241,Hyderabad,11,2741.21
CUS003242,Hyderabad,5,1765.79
CUS003243,Pune,9,2054.28
CUS003244,Pune,3,2027.65
CUS003245,Pune,6,2232.55
CUS003246,Bangalore,10,4267.13
CUS003247,Chennai,7,2074.89
CUS003248,Mumbai,8,1235.06
CUS003249,Chennai,7,1016.64
CUS003250,Delhi,6,2517.38
CUS003251,Mumbai,10,4504.27
CUS003252,Hyderabad,11,2528.86
CUS003253,Tumkur,9,1478.19
CUS003254,Tumkur,7,1357.16
CUS003255,Hyderabad,5,1343.99
CUS003256,Mysore,5,2387.09
CUS003257,Delhi,7,1281.51
CUS003258,Tumkur,6,1484.51
CUS003259,Hyderabad,9,4877.99
CUS003260,Tumkur,7,981.04
CUS003261,Mumbai,12,1727.61
CUS003262,Mysore,7,851.63
CUS003263,Chennai,7,1884.83
CUS003264,Mumbai,10,645.79
CUS003265,Chennai,7,3043.78
CUS003266,Hyderabad,7,3773.38
CUS003267,Pune,7,1867.71
CUS003268,Mumbai,10,1438.31
CUS003269,Mumbai,10,778.17
CUS003270,Hyderabad,2,1898.3
CUS003271,Hyderabad,5,2242.57
CUS003272,Delhi,8,1460.42
CUS003273,Mysore,9,4318.38
CUS003274,Delhi,12,1334.19
CUS003275,Bangalore,10,1101.39
CUS003276,Mysore,11,2026.92
CUS003277,Delhi,7,3195.97
CUS003278,Chennai,9,1802.26
CUS003279,Mysore,8,1729.63
CUS003280,Pune,1,1852.86
CUS003281,Hyderabad,4,2840.24
CUS003282,Pune,4,1984.22
CUS003283,Bangalore,9,2359.85
CUS003284,Tumkur,10,1411.66
CUS003285,Tumkur,6,2678.58
CUS003286,Chennai,4,834.33
CUS003287,Mumbai,8,1090.93
CUS003288,Pune,4,1521.78
CUS003289,Delhi,7,2848.68
CUS003290,Tumkur,11,955.05
CUS003291,Mumbai,9,1418.69
CUS003292,Tumkur,5,2142.96
CUS003293,Mysore,5,2641.92
CUS003294,Delhi,8,2258.97
CUS003295,Mumbai,8,2959.11
CUS003296,Tumkur,6,1276.43
CUS003297,Mumbai,7,3998.92
CUS003298,Bangalore,2,4267.76
CUS003299,Bangalore,10,2820.61
CUS003300,Delhi,9,1372.01
CUS003301,Hyderabad,10,1411.05
CUS003302,Chennai,12,2944.66
CUS003303,Tumkur,7,1873.84
CUS003304,Tumkur,6,3239.21
CUS003305,Delhi,9,1445.08
CUS003306,Mysore,8,1016.07
CUS003307,Tumkur,5,1162.43
CUS003308,Pune,11,1058.17
CUS003309,Pune,14,1955.53
CUS003310,Pune,10,1178.39
CUS003311,Pune,8,1200.08
CUS003312,Delhi,7,868.35
CUS003313,Pune,6,1939.27
CUS003314,Bangalore,10,2503.26
CUS003315,Bangalore,11,1033.8
CUS003316,Chennai,11,1545.91
CUS003317,Mumbai,14,967.42
CUS003318,Bangalore,11,2176.43
CUS003319,Mumbai,10,738.09
CUS003320,Chennai,4,1121.13
CUS003321,Bangalore,4,1717.98
CUS003322,Bangalore,8,2141.58
CUS003323,Chennai,8,1563.12
CUS003324,Chennai,7,4261.9
CUS003325,Mumbai,6,1761.35
CUS003326,Hyderabad,7,2665.84
CUS003327,Tumkur,10,3113.13
CUS003328,Mysore,3,2824.72
CUS003329,Pune,11,1617.86
CUS003330,Hyderabad,9,3674.76
CUS003331,Tumkur,7,1059.33
CUS003332,Mysore,9,2286.41
CUS003333,Bangalore,5,816.31
CUS003334,Hyderabad,6,1862.63
CUS003335,Hyderabad,5,3207.62
CUS003336,Delhi,9,2086.43
CUS003337,Mumbai,10,2390.0
CUS003338,Pune,4,1096.58
CUS003339,Tumkur,8,3004.64
CUS003340,Mumbai,10,2992.84
CUS003341,Delhi,5,990.62
CUS003342,Mumbai,8,4417.79
CUS003343,Chennai,6,1252.16
CUS003344,Tumkur,6,1563.25
CUS003345,Pune,6,1029.31
CUS003346,Bangalore,3,2047.09
CUS003347,Chennai,6,2636.44
CUS003348,Chennai,8,1457.89
CUS003349,Tumkur,3,1124.44
CUS003350,Chennai,7,1050.92
CUS003351,Bangalore,9,1088.86
CUS003352,Tumkur,5,3494.19
CUS003353,Mysore,9,3444.97
CUS003354,Mumbai,10,5186.18
CUS003355,Bangalore,6,1817.2
CUS003356,Pune,12,3171.84
CUS003357,Hyderabad,5,2159.65
CUS003358,Bangalore,7,2660.96
CUS003359,Bangalore,7,1073.68
CUS003360,Mysore,16,1023.9
CUS003361,Bangalore,6,3631.92
CUS003362,Bangalore,6,3622.71
CUS003363,Mysore,8,1981.65
CUS003364,Pune,4,1834.57
CUS003365,Delhi,12,639.71
CUS003366,Pune,10,1550.77
CUS003367,Mysore,7,1555.34
CUS003368,Hyderabad,7,1175.0
CUS003369,Delhi,10,4969.56
CUS003370,Tumkur,13,1811.75
CUS003371,Chennai,8,2037.27
CUS003372,Bangalore,11,2375.66
CUS003373,Hyderabad,6,3340.01
CUS003374,Pune,7,2001.44
CUS003375,Mysore,7,1836.15
CUS003376,Hyderabad,5,3801.24
CUS003377,Tumkur,6,997.74
CUS003378,Pune,7,1040.47
CUS003379,Mysore,6,976.61
CUS003380,Mysore,6,1772.89
CUS003381,Hyderabad,9,4667.9
CUS003382,Mysore,7,1715.3
CUS003383,Mysore,9,2519.98
CUS003384,Delhi,11,1583.92
CUS003385,Chennai,3,873.14
CUS003386,Chennai,5,3034.37
CUS003387,Hyderabad,8,7202.43
CUS003388,Chennai,5,4670.67
CUS003389,Mumbai,3,1805.93
CUS003390,Pune,11,757.97
CUS003391,Hyderabad,10,2045.3
CUS003392,Tumkur,12,804.53
CUS003393,Bangalore,13,2012.53
CUS003394,Delhi,11,894.23
CUS003395,Chennai,6,1347.96
CUS003396,Delhi,11,1681.73
CUS003397,Mumbai,6,442.35
CUS003398,Chennai,11,1765.96
CUS003399,Bangalore,13,3196.12
CUS003400,Bangalore,13,1373.0
CUS003401,Mysore,10,1579.74
CUS003402,Mysore,7,690.13
CUS003403,Delhi,19,2600.17
CUS003404,Tumkur,7,1131.28
CUS003405,Mysore,10,1226.98
CUS003406,Mysore,10,2010.35
CUS003407,Mysore,8,1999.71
CUS003408,Hyderabad,7,1753.84
CUS003409,Chennai,7,3010.37
CUS003410,Delhi,4,1668.27
CUS003411,Hyderabad,7,2043.64
CUS003412,Hyderabad,10,1347.57
CUS003413,Delhi,7,789.14
CUS003414,Bangalore,11,1397.9
CUS003415,Mysore,9,827.4
CUS003416,Tumkur,9,1049.55
CUS003417,Bangalore,5,2257.89
CUS003418,Hyderabad,12,4775.62
CUS003419,Mumbai,5,986.01
CUS003420,Mumbai,12,3843.68
CUS003421,Pune,12,1292.14
CUS003422,Mysore,9,1256.86
CUS003423,Mysore,10,1321.51
CUS003424,Bangalore,9,1427.37
CUS003425,Bangalore,7,1858.49
CUS003426,Tumkur,14,473.87
CUS003427,Tumkur,5,2191.01
CUS003428,Mumbai,10,3135.31
CUS003429,Mumbai,2,3315.59
CUS003430,Delhi,7,3700.96
CUS003431,Hyderabad,9,1910.28
CUS003432,Mysore,8,1230.42
CUS003433,Mumbai,4,2817.65
CUS003434,Mumbai,7,2979.63
CUS003435,Tumkur,9,1767.44
CUS003436,Mysore,5,1694.91
CUS003437,Pune,6,2945.73
CUS003438,Pune,5,2528.43
CUS003439,Delhi,6,1689.31
CUS003440,Hyderabad,4,1518.9
CUS003441,Pune,9,2726.31
CUS003442,Delhi,5,1812.44
CUS003443,Pune,12,1492.01
CUS003444,Tumkur,3,2345.86
CUS003445,Mysore,9,1505.75
CUS003446,Tumkur,6,3508.78
CUS003447,Bangalore,10,5016.43
CUS003448,Tumkur,9,2979.15
CUS003449,Mysore,8,1921.72
CUS003450,Pune,11,1918.45
CUS003451,Delhi,7,1825.34
CUS003452,Delhi,7,3271.07
CUS003453,Tumkur,7,3775.78
CUS003454,Pune,8,2377.41
CUS003455,Mumbai,8,2242.91
CUS003456,Bangalore,4,1226.83
CUS003457,Tumkur,12,4163.68
CUS003458,Delhi,8,2296.75
CUS003459,Delhi,5,1417.39
CUS003460,Mysore,11,1385.53
CUS003461,Pune,5,1655.37
CUS003462,Delhi,7,2379.41
CUS003463,Bangalore,11,4280.1
CUS003464,Mysore,5,1551.98
CUS003465,Hyderabad,10,1379.59
CUS003466,Mumbai,8,1239.55
CUS003467,Bangalore,3,1824.05
