product_id,category,price,weight_kg,volume_m3
PRD00599,Beauty,684.46,15.48,0.436
PRD00600,Mobile,717.62,21.67,0.225
PRD00601,Accessories,2315.37,5.48,0.204
PRD00602,Home,1679.12,15.87,0.421
PRD00603,Electronics,2699.54,1.56,0.467
PRD00604,Grocery,324.36,22.41,0.462
PRD00605,Home,1493.93,4.58,0.02
PRD00606,Accessories,365.04,3.67,0.422
PRD00607,Beauty,2163.49,10.21,0.023
PRD00608,Accessories,2073.91,8.01,0.233
PRD00609,Mobile,1115.22,15.35,0.068
PRD00610,Fashion,182.1,22.71,0.284
PRD00611,Beauty,1026.07,18.31,0.449
PRD00612,Laptop,2768.55,15.07,0.21
PRD00613,Mobile,418.69,17.59,0.028
PRD00614,Mobile,1365.32,11.37,0.278
PRD00615,Laptop,770.28,4.48,0.048
PRD00616,Home,147.51,11.13,0.468
PRD00617,Accessories,695.95,21.99,0.141
PRD00618,Home,560.32,9.7,0.06
PRD00619,Mobile,1218.42,3.81,0.284
PRD00620,Laptop,814.33,10.81,0.056
PRD00621,Grocery,317.61,21.48,0.139
PRD00622,Accessories,772.91,17.5,0.345
PRD00623,Home,1334.53,21.05,0.059
PRD00624,Electronics,371.78,15.3,0.093
PRD00625,Accessories,1939.96,15.99,0.336
PRD00626,Fashion,404.64,13.61,0.394
PRD00627,Grocery,428.41,2.62,0.015
PRD00628,Fashion,1784.01,0.27,0.062
PRD00629,Beauty,1005.23,9.63,0.391
PRD00630,Laptop,1084.0,3.3,0.396
PRD00631,Electronics,690.05,6.18,0.169
PRD00632,Beauty,646.71,12.58,0.344
PRD00633,Grocery,1554.14,19.33,0.473
PRD00634,Electronics,666.62,7.35,0.12
PRD00635,Fashion,588.04,18.16,0.244
PRD00636,Home,1223.08,17.78,0.088
PRD00637,Accessories,206.17,11.84,0.283
PRD00638,Accessories,750.12,17.15,0.435
PRD00639,Beauty,792.38,2.92,0.174
PRD00640,Home,334.79,9.56,0.226
PRD00641,Beauty,979.75,8.07,0.187
PRD00642,Accessories,624.06,18.79,0.107
PRD00643,Accessories,1340.35,17.37,0.212
PRD00644,Mobile,1240.29,1.66,0.061
PRD00645,Mobile,671.68,10.42,0.437
PRD00646,Grocery,1440.25,13.45,0.175
PRD00647,Mobile,1317.77,8.57,0.48
PRD00648,Grocery,319.04,0.44,0.473
PRD00649,Laptop,1460.49,6.67,0.411
PRD00650,Electronics,359.78,17.51,0.125
PRD00651,Laptop,2181.4,5.68,0.409
PRD00652,Mobile,1223.25,19.84,0.198
PRD00653,Laptop,161.82,2.73,0.151
PRD00654,Home,202.39,9.51,0.41
PRD00655,Accessories,1309.76,6.92,0.346
PRD00656,Mobile,2171.58,23.62,0.064
PRD00657,Electronics,1479.34,8.59,0.434
PRD00658,Grocery,269.98,6.61,0.443
PRD00659,Accessories,827.34,2.44,0.342
PRD00660,Laptop,1454.37,10.04,0.124
PRD00661,Accessories,1317.1,3.14,0.194
PRD00662,Laptop,2949.74,13.41,0.094
PRD00663,Grocery,805.84,14.07,0.388
PRD00664,Grocery,661.71,24.05,0.083
PRD00665,Electronics,1511.68,19.36,0.051
PRD00666,Fashion,690.71,20.3,0.132
PRD00667,Mobile,656.62,18.79,0.422
PRD00668,Grocery,2512.54,0.21,0.266
PRD00669,Fashion,2361.68,12.12,0.197
PRD00670,Fashion,770.75,3.78,0.149
PRD00671,Beauty,2300.97,24.95,0.348
PRD00672,Beauty,325.38,8.54,0.03
PRD00673,Laptop,654.86,3.68,0.067
PRD00674,Laptop,2251.55,2.77,0.066
PRD00675,Fashion,3928.97,22.33,0.346
PRD00676,Home,1184.62,2.48,0.474
PRD00677,Beauty,1296.03,24.99,0.316
PRD00678,Fashion,4675.33,20.78,0.099
PRD00679,Accessories,819.97,6.52,0.137
PRD00680,Accessories,3062.84,24.5,0.434
PRD00681,Home,1120.61,10.04,0.3
PRD00682,Beauty,3588.08,13.68,0.445
PRD00683,Laptop,735.06,19.06,0.392
PRD00684,Laptop,3408.32,4.33,0.411
PRD00685,Accessories,1281.83,17.06,0.117
PRD00686,Electronics,1416.49,15.98,0.319
PRD00687,Beauty,549.18,10.91,0.461
PRD00688,Grocery,877.35,19.55,0.184
PRD00689,Laptop,949.63,18.98,0.346
PRD00690,Laptop,361.4,22.09,0.163
PRD00691,Accessories,281.59,19.36,0.216
PRD00692,Mobile,1063.04,10.76,0.409
PRD00693,Electronics,924.33,9.48,0.347
PRD00694,Fashion,4416.85,23.57,0.218
PRD00695,Home,1618.68,21.16,0.137
PRD00696,Home,2449.27,21.41,0.285
PRD00697,Mobile,704.1,19.77,0.423
PRD00698,Accessories,612.28,21.88,0.1
PRD00699,Beauty,1084.1,24.83,0.243
PRD00700,Mobile,2314.46,6.38,0.039
PRD00701,Electronics,735.0,16.68,0.255
PRD00702,Accessories,2231.68,16.46,0.036
PRD00703,Laptop,1217.82,10.5,0.287
PRD00704,Mobile,1011.49,11.48,0.456
PRD00705,Beauty,1597.62,1.6,0.43
PRD00706,Home,785.52,22.58,0.397
PRD00707,Beauty,685.31,12.57,0.336
PRD00708,Electronics,835.87,20.5,0.258
PRD00709,Home,1951.01,1.29,0.166
PRD00710,Fashion,1166.36,11.01,0.323
PRD00711,Fashion,504.21,14.83,0.079
PRD00712,Grocery,697.18,8.32,0.432
PRD00713,Fashion,634.82,10.55,0.259
PRD00714,Beauty,2258.4,14.22,0.157
PRD00715,Grocery,3737.65,17.18,0.476
PRD00716,Fashion,1277.96,6.04,0.342
PRD00717,Home,1399.49,1.63,0.188
PRD00718,Mobile,1131.36,2.22,0.297
PRD00719,Laptop,775.45,5.19,0.27
PRD00720,Mobile,1761.11,8.95,0.415
PRD00721,Home,1565.03,21.39,0.252
PRD00722,Fashion,906.41,13.73,0.05
PRD00723,Laptop,567.11,10.9,0.186
PRD00724,Fashion,1402.17,10.43,0.293
PRD00725,Mobile,809.45,2.73,0.33
PRD00726,Laptop,739.3,1.42,0.333
PRD00727,Grocery,460.43,24.01,0.227
PRD00728,Beauty,646.32,8.87,0.072
PRD00729,Fashion,1658.4,5.11,0.098
PRD00730,Accessories,619.84,8.12,0.458
PRD00731,Home,3381.18,18.0,0.475
PRD00732,Laptop,1581.08,17.29,0.071
PRD00733,Electronics,1835.79,5.45,0.415
PRD00734,Home,514.55,22.0,0.213
PRD00735,Home,526.53,23.45,0.249
PRD00736,Mobile,873.35,17.73,0.087
PRD00737,Laptop,3663.57,14.99,0.196
PRD00738,Laptop,1302.59,15.41,0.498
PRD00739,Laptop,1127.13,21.4,0.241
PRD00740,Accessories,5459.84,11.36,0.283
PRD00741,Electronics,735.49,9.49,0.368
PRD00742,Beauty,927.55,12.24,0.429
PRD00743,Mobile,711.14,16.14,0.411
PRD00744,Electronics,668.29,17.42,0.228
PRD00745,Laptop,1444.12,20.89,0.453
PRD00746,Accessories,2000.44,13.3,0.298
PRD00747,Grocery,2542.96,1.01,0.319
PRD00748,Accessories,933.08,23.63,0.163
PRD00749,Beauty,512.49,16.04,0.469
PRD00750,Fashion,2688.32,9.29,0.48
PRD00751,Mobile,345.42,19.13,0.187
PRD00752,Home,311.54,8.26,0.101
PRD00753,Grocery,6122.66,12.0,0.193
PRD00754,Grocery,833.9,10.27,0.049
PRD00755,Grocery,1231.01,1.75,0.318
PRD00756,Accessories,5643.27,5.32,0.078
PRD00757,Beauty,2292.62,13.09,0.052
PRD00758,Fashion,2592.9,7.38,0.089
PRD00759,Beauty,1660.25,17.57,0.222
PRD00760,Mobile,1545.82,19.8,0.342
PRD00761,Home,1081.25,4.77,0.043
PRD00762,Laptop,1229.84,15.64,0.468
PRD00763,Fashion,1915.38,12.99,0.098
PRD00764,Laptop,2178.46,6.93,0.148
PRD00765,Grocery,2238.47,3.51,0.026
PRD00766,Accessories,1526.05,12.84,0.45
PRD00767,Accessories,1073.69,6.32,0.386
PRD00768,Fashion,1721.9,4.32,0.414
PRD00769,Mobile,800.29,4.67,0.065
PRD00770,Grocery,2030.76,15.29,0.491
PRD00771,Beauty,290.22,20.71,0.36
PRD00772,Laptop,814.85,1.94,0.138
PRD00773,Electronics,400.26,22.08,0.102
PRD00774,Beauty,698.47,19.85,0.373
PRD00775,Accessories,325.83,20.47,0.076
PRD00776,Beauty,1148.51,4.25,0.298
PRD00777,Grocery,6001.44,6.39,0.478
PRD00778,Home,1540.43,8.43,0.073
PRD00779,Home,468.59,24.06,0.257
PRD00780,Grocery,989.46,15.05,0.247
PRD00781,Beauty,663.13,24.14,0.165
PRD00782,Laptop,729.33,1.55,0.257
PRD00783,Electronics,2101.19,9.51,0.467
PRD00784,Home,489.65,10.95,0.341
PRD00785,Accessories,3279.95,6.27,0.305
PRD00786,Beauty,1331.5,0.93,0.174
PRD00787,Home,2168.5,11.89,0.373
PRD00788,Electronics,827.74,11.83,0.164
PRD00789,Fashion,1250.37,16.06,0.251
PRD00790,Beauty,1741.79,4.72,0.419
PRD00791,Mobile,623.62,23.43,0.179
PRD00792,Beauty,3422.59,1.07,0.138
PRD00793,Fashion,2691.56,19.71,0.222
PRD00794,Electronics,758.72,17.55,0.122
PRD00795,Fashion,2970.19,12.82,0.409
PRD00796,Electronics,791.47,4.24,0.133
PRD00797,Fashion,2523.42,23.93,0.038
PRD00798,Accessories,867.39,23.52,0.352
PRD00799,Grocery,297.73,7.17,0.335
PRD00800,Electronics,1010.12,10.57,0.025
PRD00801,Fashion,1159.18,19.75,0.325
PRD00802,Fashion,1281.77,17.88,0.029
PRD00803,Electronics,1820.93,23.93,0.461
PRD00804,Electronics,963.87,24.97,0.045
PRD00805,Accessories,1202.61,22.02,0.347
PRD00806,Accessories,2542.78,4.37,0.424
PRD00807,Accessories,372.09,24.43,0.346
PRD00808,Laptop,751.18,4.71,0.437
PRD00809,Accessories,846.67,22.5,0.365
PRD00810,Mobile,773.14,22.55,0.424
PRD00811,Electronics,654.25,18.05,0.312
PRD00812,Beauty,1138.97,5.88,0.463
PRD00813,Electronics,2427.34,19.43,0.072
PRD00814,Laptop,1792.19,7.06,0.383
PRD00815,Laptop,492.13,10.64,0.127
PRD00816,Laptop,1310.98,18.71,0.077
PRD00817,Mobile,838.07,17.31,0.054
PRD00818,Grocery,1169.68,3.3,0.245
PRD00819,Mobile,1348.5,3.11,0.065
PRD00820,Electronics,1421.01,18.59,0.395
PRD00821,Accessories,2280.6,5.04,0.309
PRD00822,Electronics,861.24,10.44,0.173
PRD00823,Beauty,244.36,5.65,0.275
PRD00824,Mobile,1459.4,13.23,0.407
PRD00825,Fashion,379.58,17.22,0.067
PRD00826,Home,2881.51,4.62,0.297
PRD00827,Electronics,3211.23,15.89,0.086
PRD00828,Beauty,8290.98,20.05,0.439
PRD00829,Beauty,5327.76,20.51,0.329
PRD00830,Laptop,1313.19,10.92,0.345
PRD00831,Beauty,952.59,20.05,0.499
PRD00832,Electronics,1457.06,19.1,0.162
PRD00833,Grocery,1209.37,3.0,0.236
PRD00834,Grocery,477.96,8.48,0.243
PRD00835,Electronics,2202.62,10.98,0.061
PRD00836,Mobile,754.16,16.18,0.391
PRD00837,Home,4981.9,11.21,0.108
PRD00838,Laptop,372.93,14.97,0.354
PRD00839,Fashion,2140.92,21.51,0.459
PRD00840,Mobile,492.66,4.4,0.092
PRD00841,Laptop,1500.01,3.33,0.253
PRD00842,Accessories,2051.54,19.02,0.108
PRD00843,Electronics,3321.6,3.8,0.132
PRD00844,Fashion,1592.95,19.38,0.228
PRD00845,Home,694.61,15.59,0.03
PRD00846,Grocery,547.85,3.79,0.109
PRD00847,Laptop,1579.55,9.07,0.035
PRD00848,Electronics,376.68,3.92,0.013
PRD00849,Fashion,1509.33,15.35,0.112
PRD00850,Fashion,663.55,12.38,0.309
PRD00851,Beauty,1506.66,2.46,0.072
PRD00852,Mobile,996.63,21.43,0.133
PRD00853,Beauty,865.11,4.29,0.257
PRD00854,Accessories,504.84,18.37,0.38
PRD00855,Mobile,2599.02,24.14,0.014
PRD00856,Accessories,448.74,16.19,0.255
PRD00857,Mobile,386.98,3.19,0.461
PRD00858,Mobile,750.84,0.86,0.24
PRD00859,Mobile,769.21,8.88,0.165
PRD00860,Laptop,815.02,11.6,0.252
PRD00861,Mobile,452.44,4.35,0.169
PRD00862,Laptop,1108.18,2.11,0.418
PRD00863,Beauty,940.23,15.97,0.466
PRD00864,Electronics,873.17,3.45,0.225
PRD00865,Laptop,945.75,11.01,0.293
PRD00866,Electronics,242.69,1.16,0.416
PRD00867,Home,1162.5,20.37,0.066
PRD00868,Beauty,752.96,17.08,0.113
PRD00869,Accessories,2118.26,17.64,0.289
PRD00870,Mobile,879.33,20.48,0.419
PRD00871,Home,289.72,22.03,0.181
PRD00872,Fashion,2114.5,4.41,0.284
PRD00873,Home,884.77,12.27,0.274
PRD00874,Laptop,2704.17,12.37,0.117
PRD00875,Fashion,1337.82,16.31,0.42
PRD00876,Electronics,1740.03,16.95,0.069
PRD00877,Grocery,429.88,16.84,0.356
PRD00878,Fashion,333.88,13.96,0.206
PRD00879,Laptop,1237.59,20.61,0.464
PRD00880,Fashion,2510.98,10.63,0.152
PRD00881,Laptop,623.89,8.82,0.258
PRD00882,Beauty,922.42,5.23,0.097
PRD00883,Grocery,649.71,12.38,0.321
PRD00884,Home,862.73,14.75,0.147
PRD00885,Home,2226.44,19.18,0.169
PRD00886,Fashion,1899.65,21.88,0.446
PRD00887,Home,1726.81,21.04,0.333
PRD00888,Laptop,2024.63,24.11,0.319
PRD00889,Fashion,802.62,10.82,0.363
PRD00890,Fashion,788.94,3.6,0.105
PRD00891,Accessories,1400.93,9.77,0.056
PRD00892,Fashion,340.1,4.04,0.265
PRD00893,Mobile,1509.08,2.47,0.103
PRD00894,Accessories,656.27,21.91,0.271
PRD00895,Beauty,1271.0,8.49,0.198
PRD00896,Beauty,1717.37,17.53,0.312
PRD00897,Beauty,3283.27,8.63,0.232
PRD00898,Accessories,477.21,21.28,0.068
PRD00899,Laptop,551.51,1.06,0.483
PRD00900,Electronics,978.69,14.11,0.489
PRD00901,Grocery,2345.78,23.57,0.489
PRD00902,Laptop,2267.89,23.61,0.247
PRD00903,Home,1122.19,14.15,0.414
PRD00904,Grocery,2564.56,20.77,0.414
PRD00905,Beauty,881.23,13.31,0.134
PRD00906,Fashion,2931.06,11.64,0.481
PRD00907,Home,744.16,15.86,0.134
PRD00908,Beauty,2680.84,5.26,0.215
PRD00909,Fashion,1297.24,10.68,0.078
PRD00910,Mobile,400.54,17.54,0.363
PRD00911,Home,1425.67,5.51,0.335
PRD00912,Fashion,1777.53,24.41,0.428
PRD00913,Home,4555.47,0.5,0.117
PRD00914,Accessories,678.4,10.04,0.211
PRD00915,Fashion,186.02,3.37,0.125
PRD00916,Electronics,528.27,3.58,0.18
PRD00917,Mobile,1497.81,9.28,0.267
PRD00918,Laptop,1844.84,2.81,0.392
PRD00919,Accessories,703.5,6.59,0.296
PRD00920,Laptop,3059.62,8.14,0.355
PRD00921,Accessories,741.68,22.13,0.015
PRD00922,Beauty,963.26,11.24,0.136
PRD00923,Beauty,417.12,16.89,0.285
PRD00924,Grocery,840.3,10.16,0.336
PRD00925,Electronics,6341.89,6.99,0.486
PRD00926,Beauty,548.54,11.34,0.101
PRD00927,Mobile,737.86,19.34,0.161
PRD00928,Beauty,597.18,2.15,0.229
PRD00929,Electronics,336.73,11.26,0.024
PRD00930,Laptop,487.14,13.32,0.494
PRD00931,Grocery,1668.98,3.13,0.299
PRD00932,Accessories,942.58,4.32,0.441
PRD00933,Beauty,1812.05,17.34,0.34
PRD00934,Beauty,1481.98,13.26,0.277
PRD00935,Mobile,1468.56,10.88,0.357
PRD00936,Laptop,3414.51,24.1,0.456
PRD00937,Beauty,485.63,23.94,0.124
PRD00938,Fashion,311.83,3.28,0.243
PRD00939,Laptop,4794.03,0.9,0.111
PRD00940,Accessories,207.06,20.09,0.187
PRD00941,Laptop,1220.82,0.63,0.489
PRD00942,Electronics,2098.93,7.99,0.191
PRD00943,Accessories,1818.1,5.7,0.049
PRD00944,Accessories,1629.83,10.73,0.465
PRD00945,Grocery,4383.69,17.74,0.429
PRD00946,Grocery,1268.6,24.61,0.49
PRD00947,Accessories,219.15,19.73,0.354
PRD00948,Home,1615.17,19.61,0.157
PRD00949,Fashion,398.14,5.57,0.191
PRD00950,Beauty,1433.07,17.79,0.159
PRD00951,Beauty,2555.99,22.84,0.422
PRD00952,Accessories,675.11,4.7,0.234
PRD00953,Grocery,2547.15,9.98,0.216
PRD00954,Fashion,2457.77,14.48,0.342
PRD00955,Electronics,1294.81,12.86,0.029
PRD00956,Home,672.09,1.58,0.108
PRD00957,Mobile,3000.66,7.94,0.384
PRD00958,Grocery,628.01,12.5,0.113
PRD00959,Grocery,1969.8,1.0,0.37
PRD00960,Fashion,2275.83,16.75,0.194
PRD00961,Grocery,484.53,14.73,0.095
PRD00962,Electronics,1485.19,2.91,0.108
PRD00963,Laptop,2177.26,9.07,0.277
PRD00964,Laptop,1936.66,20.39,0.25
PRD00965,Fashion,727.18,8.72,0.425
PRD00966,Home,3909.21,8.38,0.243
PRD00967,Laptop,1118.7,15.18,0.201
PRD00968,Laptop,498.17,16.2,0.226
PRD00969,Beauty,260.1,21.5,0.367
PRD00970,Electronics,278.33,11.47,0.323
PRD00971,Mobile,952.74,21.12,0.097
PRD00972,Fashion,3084.86,14.86,0.186
PRD00973,Laptop,12601.88,12.99,0.276
PRD00974,Beauty,586.82,14.69,0.437
PRD00975,Accessories,1228.65,9.46,0.262
PRD00976,Grocery,1679.63,17.6,0.269
PRD00977,Laptop,1852.57,22.23,0.062
PRD00978,Accessories,339.13,1.87,0.488
PRD00979,Electronics,811.92,0.82,0.467
PRD00980,Laptop,3110.57,19.88,0.308
PRD00981,Home,1687.84,16.88,0.453
PRD00982,Laptop,2925.27,10.23,0.269
PRD00983,Fashion,618.37,15.08,0.181
PRD00984,Fashion,2214.72,1.36,0.086
PRD00985,Mobile,1212.29,3.09,0.276
PRD00986,Laptop,496.3,18.37,0.32
PRD00987,Home,1047.41,18.48,0.398
PRD00988,Home,4163.93,6.35,0.43
PRD00989,Grocery,1192.34,24.29,0.042
PRD00990,Mobile,1284.13,3.84,0.452
PRD00991,Home,1168.66,6.79,0.233
PRD00992,Laptop,781.4,9.72,0.102
PRD00993,Beauty,378.26,10.24,0.388
PRD00994,Electronics,1490.79,16.77,0.328
PRD00995,Accessories,364.51,11.19,0.24
PRD00996,Laptop,1097.5,5.15,0.305
PRD00997,Beauty,212.31,5.26,0.08
PRD00998,Mobile,1242.47,22.03,0.47
PRD00999,Accessories,1464.09,24.05,0.239
PRD01000,Grocery,2922.61,1.21,0.193
